years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,high,B,high,medium,C,high,low,C,low,low,E,low,low,E,ok
three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,low,C,high,medium,B,high,medium,B,low,low,E,fail
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,high,high,B,high,medium,B,high,medium,C,high,low,C,high,medium,C,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,C,high,low,C,medium,medium,C,high,medium,C,high,medium,C,ok
three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,medium,C,high,medium,C,high,low,C,low,low,E,fail
three,biology,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
four,nursing,low,low,B,high,medium,B,high,high,B,high,high,B,high,high,C,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,E,low,low,E,high,low,E,high,low,C,high,low,C,fail
three,informatics,high,low,C,high,low,C,high,medium,C,high,low,B,high,low,C,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,high,low,C,high,low,C,low,low,E,fail
three,management,medium,low,E,high,medium,C,high,medium,C,high,medium,C,medium,medium,C,fail
three,informatics,high,medium,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,medium,low,C,high,low,C,high,medium,C,high,medium,C,high,low,C,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,informatics,high,low,C,low,low,E,high,low,C,medium,low,E,high,low,C,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,medium,C,high,high,C,low,low,E,low,low,E,ok
three,management,medium,low,E,low,low,E,medium,low,C,high,medium,C,medium,low,C,fail
three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
three,management,high,high,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,high,high,B,high,medium,B,high,medium,B,high,medium,C,low,low,E,ok
three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,C,high,high,C,low,low,E,ok
four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,high,medium,C,high,medium,C,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,medium,C,high,low,C,high,high,C,high,medium,C,low,low,E,ok
three,biology,low,low,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,medium,medium,A,low,low,B,high,medium,B,high,high,B,high,high,C,ok
three,biology,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,low,C,high,medium,C,high,low,C,high,low,C,low,low,E,fail
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,management,high,high,B,high,high,C,high,high,B,low,low,E,low,low,E,ok
four,nursing,medium,low,B,medium,low,C,low,low,E,low,low,E,low,low,E,fail
four,nursing,medium,medium,A,medium,medium,B,high,low,B,high,medium,C,high,high,C,ok
four,nursing,high,high,B,medium,medium,B,medium,medium,B,medium,medium,C,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,B,low,low,E,ok
three,management,high,high,C,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,informatics,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,low,C,high,medium,C,high,low,C,high,low,E,ok
three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,medium,C,high,medium,C,high,low,C,high,medium,C,low,low,E,fail
four,nursing,medium,medium,B,low,low,B,high,medium,B,high,medium,B,high,high,C,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,management,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,low,C,high,medium,B,high,medium,C,high,low,C,high,low,C,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,A,high,high,B,medium,medium,B,medium,medium,B,low,low,E,ok
four,nursing,medium,medium,A,medium,medium,A,medium,medium,B,high,medium,B,high,medium,B,ok
three,informatics,medium,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
four,nursing,medium,medium,B,medium,medium,B,medium,medium,B,high,medium,B,high,high,C,ok
three,management,medium,medium,C,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
three,management,high,low,C,high,medium,C,high,medium,B,high,medium,C,high,medium,C,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
three,management,low,low,E,low,low,E,high,medium,C,high,medium,C,medium,medium,C,fail
three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,low,low,B,medium,medium,B,high,high,B,high,medium,C,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,management,medium,low,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
three,management,high,medium,C,high,low,C,high,medium,C,high,low,C,high,low,C,ok
three,management,high,medium,C,high,medium,B,high,low,C,high,low,B,high,medium,C,ok
three,informatics,high,medium,C,high,medium,C,high,high,C,medium,low,E,high,low,C,ok
three,informatics,high,medium,C,high,medium,C,medium,medium,C,high,medium,C,high,low,C,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,B,high,medium,B,high,medium,C,high,low,C,high,medium,C,ok
three,biology,low,low,C,high,high,C,high,medium,C,high,medium,B,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
three,biology,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,medium,medium,A,medium,medium,B,medium,medium,B,high,medium,B,high,high,C,ok
four,nursing,low,low,B,high,medium,A,medium,medium,B,high,medium,B,medium,medium,C,ok
three,management,medium,medium,C,high,low,C,high,medium,B,high,medium,C,high,medium,C,ok
four,nursing,high,high,B,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,C,high,medium,C,low,low,E,ok
three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
four,nursing,medium,medium,A,medium,medium,B,medium,medium,B,medium,medium,C,low,low,E,ok
three,biology,high,low,C,high,medium,C,high,medium,C,high,low,C,low,low,E,fail
four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,medium,medium,B,medium,low,C,medium,low,C,high,medium,C,high,high,C,ok
four,nursing,low,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,medium,low,C,high,low,C,high,low,C,medium,medium,C,medium,low,B,ok
four,nursing,high,high,A,high,high,B,high,medium,B,high,medium,C,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,medium,low,E,high,medium,C,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,high,low,C,ok
four,nursing,low,low,B,medium,low,C,medium,low,C,high,low,C,low,low,E,fail
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,medium,medium,A,medium,medium,A,low,low,E,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
three,informatics,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,low,B,high,medium,B,medium,low,B,high,medium,B,low,low,E,fail
three,management,high,low,E,high,low,C,high,low,C,high,low,C,low,low,E,fail
four,nursing,high,low,B,high,high,C,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,high,high,A,high,high,A,high,high,A,high,high,A,low,low,E,ok
three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
three,biology,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,biology,medium,low,B,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,medium,medium,A,high,high,B,medium,medium,B,low,low,E,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,biology,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
three,informatics,low,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,biology,high,high,B,high,high,C,high,medium,B,low,low,E,low,low,E,ok
three,biology,medium,medium,B,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,informatics,high,medium,C,high,low,C,high,low,C,high,low,C,low,low,E,ok
three,biology,high,medium,C,high,low,C,high,medium,C,high,medium,C,low,low,E,fail
three,biology,high,high,C,high,medium,C,high,low,C,high,low,C,low,low,E,ok
three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,high,C,high,low,C,low,low,E,ok
three,management,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
three,biology,high,high,C,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,low,C,low,low,E,high,low,C,high,low,C,high,low,C,ok
three,biology,high,low,B,high,low,C,high,low,C,high,medium,C,low,low,E,fail
three,informatics,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,management,medium,medium,C,high,medium,B,high,high,C,high,medium,C,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,high,low,B,high,low,B,low,low,E,low,low,E,low,low,E,fail
three,biology,medium,medium,C,medium,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,informatics,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
three,management,high,low,C,medium,low,C,high,high,C,high,medium,B,high,high,B,ok
three,informatics,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,informatics,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
three,management,high,medium,B,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
four,nursing,high,high,A,high,high,A,high,high,A,high,high,B,low,low,E,ok
three,biology,high,high,B,high,high,C,high,high,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,medium,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
three,biology,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,biology,high,high,A,high,high,A,high,high,A,low,low,E,low,low,E,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,B,high,medium,B,low,low,E,ok
four,nursing,high,high,A,high,high,A,high,medium,B,high,high,B,low,low,E,ok
four,nursing,medium,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
three,management,high,high,C,high,high,B,high,medium,C,low,low,E,low,low,E,ok
three,management,high,medium,C,high,medium,C,high,medium,C,high,low,C,medium,medium,C,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
three,management,high,low,C,high,low,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,informatics,medium,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,medium,B,low,low,E,ok
three,informatics,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
four,nursing,medium,medium,A,medium,medium,B,medium,medium,B,high,medium,B,high,medium,C,ok
three,management,high,medium,C,high,low,C,high,medium,C,high,low,C,high,low,C,ok
three,management,high,low,C,high,low,C,high,low,C,high,low,C,low,low,E,fail
four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
three,informatics,low,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,B,low,low,E,ok
three,informatics,medium,medium,C,high,medium,C,high,low,C,high,medium,C,high,low,C,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,high,low,C,high,low,C,low,low,E,fail
three,biology,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
three,management,high,high,C,high,medium,C,high,high,C,low,low,E,low,low,E,ok
three,informatics,high,low,C,high,low,C,high,medium,C,high,medium,C,low,low,E,fail
three,management,low,low,C,high,high,B,high,high,C,high,medium,C,low,low,E,ok
three,informatics,high,medium,C,high,medium,C,high,medium,C,high,medium,C,high,low,B,ok
four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
three,biology,medium,medium,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
three,biology,high,low,C,high,medium,C,high,medium,C,high,low,C,low,low,E,fail
four,nursing,medium,medium,A,high,high,B,medium,medium,B,high,high,B,high,medium,C,ok
three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
